id	name	code	cost	suggested	folder
68e27c58d7c301f2057f4796	لعبة كرة قدم mini	wquku8M	215	400	1ZWeEMTVDNbktZeitLMNmDQ9v-51A01FR
68531e76cd2f1d95c3b1c908	مسدس رش الحدائق وغسيل السيارات	4AlQd7y	130	250	16YdJWWNmZqnuOPaePAJLmMwiH1nNKcbK
68d5a0925174abbc695a8c31	أباجورة مكتب تاتش	GKt4J9Q	220	350	1PBtcMJ20gbxJLJNDfoOCVr6w-AlUApgh
6a8c325bb025430898d5943c	جهاز المساج الشامل بذراع ممتد	ILKV6dR	440	750	1kNsycNag_-llXTQ3jCmxAZG0huJwIK11
6a6116828a5836793613e95b	جهاز مساچ واسترخاء الرقبة 2026	JounLyQ	290	500	1mZtfgEr-en5lsCHcpOxREJ3pR1sRkgCE
6a7684cd4d956cf608384f98	waterease | حامل المياه المريح	qKsICqq	215	350	1Pbyr9NZujYWgiVIyOiW-ntGdAjfjUEuR
692fa5cf635aba1b6b02493f	شواية الفحم المستديرة المحمولة	ZkAb2iU	370		1KWjhZEe3FT8gU7K3YjQDd34Od6-GhEQ5
6a5819aeecf12e1a4ca0afd3	extendrack pro | الرف المعدني القابل للتمدد	srtuDAo	360	700	1pBsu5qOUhKQ3MhvWHRIncaQFRq54sk0j
6730e13b6536d6befb0da331	جهاز الحجامة الالكترونية	unGaGHT	400	600	1SU8EW9J_-27jFaVuBtDJKBQ8N8g3YIpm
6a581fc0ecf12e1a4ca14fe4	glowlift pro | جهاز شد الوجة وازالة التجاعيد	bO1oeuI	390	700	1hj-6UXwohQd8VDI08RtU2ES7lHyLwZND
65c374bc0e468fed78cf8381	رول ستيكر رخامى حراري	D7pSZdh	120	200	1QwmB9vVi7UppW__kJgB6__iaRyZQhsKe
6873fdcefef172abfc8d0df6	كشاف التخييم بخيط 10 متر + باور بانك	twE8RGN	370	600	10qTfahsoU4fZ4fI77watm4g3UmQbhobj
6a87bab16c33f3e3e4d15e52	جهاز مساج وتدفئة الركبة	mEaZRAy	980	1400	1OKxjfmqQ6lVF36yVXfzOjIiT648kePte
689548a78402b3f882f520b2	ماكينة vgr v-942 الأصلية	SJGGxtX	720	990	1tWotd8l_HZgze88eb9TVYdpcyx0pGicI
6a953fda820dc94cb0be93d8	شريط إخفاء وحماية خدوش السيارة	eqwBHFy	180	300	1P6xxl_RLt66LRYKoCrnrjEd1qw8fgSwR
688205c18d9f44a8a174d167	لعبة صيد السمك 24 قطعة	tJz62mg	220	400	1klDn3Dwj5MY0kXhwvgkPMFGnfjLRkiDs
698a5116150f699e762bf1d9	سبراي كوي وفك كرمشة الملابس السحري	f3FCZ17	135	250	16jukdxYIb7QkRv5qTJGM8SxUshkAimvF
68f56124d7c301f205ff17d7	ستاند ملابس واحذية 2x1	2XUSnRi	400	600	1ERogspQsseH0ohcwu0GZ9XHV5Tbh7GZs
67c4758a423d86b7f285a8d9	لعبة الجل المائي	AkrsiKU	210	400	1dysbkJLFmY8NTpWeYhKmI3PWQkmtvkpa
6a908b4cff4bc0f14e39ff77	ماكينة التنعيم kemei ثلاثية الرؤوس	ZpdkkXx	540	900	1q8FSGA61xruK3NHkaQzkVpW_Lm8n7--M
67d74acef55a506a869b49aa	جهاز تسهيل التنفس ومنع الشخير	zQvHCXo	105		12hS1DXvBXR4iWldfd7mf6X4STGxpBww3
6a29f09bf6c8815f8d0500df	منظم ظهر كرسي السيارة	9pkjp8Q	180	350	1ahwIiLKE6kXBl2KY1tYhTCz1eT9pCESp
67c22fb6733fbc16c951829a	كبة ميني بالشحن	CUZ29Ae	265	350	1hqQCfkCgVXfiU6oofpkOmMsGDhIKxfbM
67f0278f6cc90c5f03b0986e	تورش تحمير وش الطعام	RILpu7h	215	350	1rA2YVtFRzGrhbGpbvucPUd69uPJEV6kV
66f0acb6cd332bac60d969d0	الولاعه الكهربائيه بالشحن.	Ct7GX5L	130	250	13Phf9rj27jHmM8X9fJFVvDQKQtO96bJ2
695eb5c7ddc488a504506e97	شفاط ومضخة لبن يدوي	NABJPa8	260	450	1eG8O1y1kE7pbb7J1VHDKOfNSI4WaO4sg
66c2889449e955603d22cd3e	(باندل 3 قطع) كتاب التلوين السحري	SiXaxXg	140		1_aPdY_DRiJAPT_peQVwASCd7fptSzpHj
68a9e721189d18298d4f1e31	مناديل تنظيف للأحذية والشنط	qhqdzT2	80	150	11SphGcSqxVqSfRpVNULHD3sgGSNvNCrN
6a6e6d6c3f6ed554e3fa3478	أباجورة لعبة الباندا المضيئة	oEokX4S	245	450	1DRtFx8WfkiNQoftXMNELAkQE0scgDvJl
65cb9ad10e468fed78e09e69	خداديه رمضان	l5L9Suk	70		11mHdUUUYqbemHK8B7tV5GC47tK1zjJs-
689d24a9cea36353d6a19633	ماكينة الحلاقه الفرعونية kemei - t99	oPTbtte	235		1qplm0YS3l93mVdQ1OP6bHwCS2wahklES
6869824e3d57f3e408995aed	كعب جل طبي( عبوه قطعتين)	MNWXRgW	100	200	1BthVmTwnq4JlkUhuvgOIV9B587G8OoOz
68a8c54f189d18298d0bda74	السبورة الأستيكر السحريه	VHNwtya	140	250	13Xv6lgxSLgw31PWLP_c-lDP3YowiHSEE
6a7687564d956cf6083891a7	القبعة الحرارية للشعر (بروكاب)	X6qry45	175	350	10nBLZXLAM2kTb7nUeD1fRFMK04wbzUCd
6661c38f6bb2679227b82a14	(باندل قطعتين) فرشة تنظيف الاحذيه والملابس	4QSeHLk	80	180	15Aq-BPK-NlG5UEv7-RkOb6u3YZr4Yve6
6893503a8402b3f882902278	ماكينة عمل المشروبات والقهوة	9kVOe1r	200	350	1NP7TRL4GNCd26rOgQvnvOB15uxbkI0KT
67128c53fa54540680b38c0a	كفر للتكيف	7JQcUTT	90	200	1VarQom7mDndDvlP-Cu6ueO6-hLglvipn
69407aa3f7d30860864d77b0	فرشاة شعر ذاتية التنضيف	mDbKdop	110	200	1ZYTzDlwWqCK_UBg9zYaviaJZPOdtZPpq
692ab5c8635aba1b6b8c03cc	شداد معصم اليد بخطاف	UoTUPYQ	150		1tuvAF2zaKxgcLNEX1LOhBqLgsqeotbSj
67315614d84017480e7ec013	كفر ومفرش للثلاجة والغسالة بجيوب	XLtFD7S	80		183sGt02soPDdV7Bv8LxiKz3y_eB7nFHr
6a7e233cdd189c9923c827e3	مرآة المكياج للسيارة بإضاءة led	suj1PBu	305	500	1uTBaiiSpEmMvygpHV41Ht31QoZU64siH
6975daf66681b56512bf1d0d	مزيل بذور التمر والفواكه	Pdly2qp	110	200	12OrDBe17rDzq6rv9ZVSgXQFU9J0MN8Oy
6a676378a4ea38565116417b	مسن السكاكين الاحترافي 6 مستويات	4jv8UPU	150		1S9bluPiPGd4K_GbSPpMfiM0mEve2xwaB
6a60b3d78a58367936df02b0	مجفف الشعر الذكي القابل للطي | smart fold hair dryer	kGivklL	185	350	1nJ0wVXhXAcyJ2n7lRhY3VXKhEvAKXw1A
6a1210f0bfc3530e444e8bea	جهاز إزالة الشعر الكهربائي 3 في 1	a89HuXg	710	950	1j-q_9iN5MLqcqIpbmnXqQD8ZWLIYylpm
6a7c646e42d4b8fe402dbecb	فيل التنفس والاحلام المضيء	Upg9y1T	345	600	18a1jAV5TCf5v-BX0p0K_zsj-DmJL-cU_
6a04ced1f8838175010fdb54	جهاز ربط وغلق الأكياس	xdhG4HW	160	250	1d4o_-_Aud1ZPVvLIicNES3hENojUevqw
6a0c06c8f883817501924436	عجلة التمرين المستديرة للبطن	YaL8Wqk	250	450	185P64_ygkvGUerhuASh73rrx31uX4vAg
671933befa54540680edf1f3	دواسة مطاطية ضد الأنزلاق	2NsR4Fr	105		1fn_e_dbQFnQUTHQkZLhC6SKqQ0dAj1Wc
677be0a1bd99b1dff7d240f5	جهاز تنظيف وإزالة دهون البشرة	xr374Ld	220	450	1I2cFu1s2623N7Gh75yBRDZJTYVtyfPw0
6a772024849bf12335b6d6ae	chillmaker | صانعة الثلج والآيس كريم	i6CEz2o	220	400	1-JIsnoAMeQVuAwytWH1mo_aDEGRdsSVg
68ee6101d7c301f2059f7a3f	وسادة التدفئة	YouLXVw	350	520	1QAMkfcNvGyFSIlZkufNA8CWPOY2FpXK1
6a8f1ed5ff4bc0f14e919a12	قناع نضارة الوجه المغناطيسي	G8ACa4s	155	300	1iklwbCBTNa0ztv-Bq6WxLghpmCiNjF8r
6969422a6681b56512c85352	ستارة فوانيس زينة رمضان	a2y963F	115	200	1CoVreDCA5HEPHvTOQvkGNreSo9rBqaCj
6a7110db4d956cf608ff39a7	مصفف الرموش الحراري	jIOON2A	170	300	1-69Q6N4DAsTOVyRQyrfc7CbLZaXsgQUS
6a56bea1ecf12e1a4c0d4a85	باكت 10 قطع مسامير اضافية لمسدس المسامير	G4W6C21	90	120	1hc_DYIL4qd68EJRBLRwogQSBntBNvlgA
65e46bc90e468fed7831342c	مكبس القطايف والسمبوسه	19TD6KE	125	200	1uAHH5-wMWtzonSFX3e0v-PYKP9ndBkB5
69e56db8e7a7da4c93706294	طقم الرياضة المتكامل 3x1	UDfotGC	295	500	1ad7Q0iG_wqUbMAizCOwBX52pwZsWWi6D
68b861186422f463eecce6f9	مخدة مساج الرقبه	23fshAU	510	750	15bWY-zwkMoTAd01Zqs8k2kL4Tjqs-bxc
69de2db1ce9bd0ede80f5116	دورق الزيت كوكر اويل العبقري	UiuOKTY	250	450	1JUzp2R_Pt9aHVN04JU0yv-AKCs7Koe2Q
67214c2ac5e98a1bd2b6df65	وسادة المساج الكهربائية	NVRUMi7	470	700	1qdUt7PR3BQcT7MEADYXD4hgZ_qcb3e_V
6871108cfef172abfc176b9f	أتاري ماريو (620 لعبه)	lsuKB2Y	360	550	1yaFQFZmddPnzP8u9H5efPyLpMPpbaH5E
68a8cbf6189d18298d0cb435	ملمع الخشب beewax polish	imE1N4X	105	200	1FoEm1iewXLp7Wb20l9P4xF18K-tLbTeX
6a8f3b5bff4bc0f14e9b3f95	عرض ثلاث قطع أحزمة تثبيت الملابس المرنة	oZSndTX	190	350	12CTA5XCMKPiEhPywTP9CE7wCTwG-r6Qp
6880c34d8d9f44a8a13b86a2	طقم بطاريات قابله للشحن	CnJ1Bas	110	160	11fgWYEDXFE0ke0Ip9W795v2mPKUvQPRp
690fe8ae9708ca3bf0c021f1	بكرة سلوك اضافيه لقلم الرسم 3d	3g2fAfX	70	100	1jH-EMPRfO0-TlqgQTj0v8OWz6xiG-Izv
67c8709cf55a506a864ec70f	جهاز mp3 سيارة بريموت	SCRMKNy	200	300	1u52DMdShpBpFGxD64qzDRgo01Rw3f1Ed
68dd3bdcd7c301f2058cdafa	ملعب كرة قدم وسلة	1Gl2Fhb	240	490	1uu1f6r4WEE9rKqVXs3U2t1FVPUJwPCvr
697c7753b5607ee12c9bceba	عداد التسبيح الالكتروني	ZGnRiWx	180	300	1-pvfRceT_LUfxRe-hrzmjksTP_gLZbCu
6a857a2c839bd1b43df95d0d	جهاز التمدد واللياقة المتكامل	c2W3ODQ	590	850	1Rck8sSRkXgJswl4zcvYC64qvjyH794Sj
6a8582db839bd1b43dffa855	جهاز التمرين الشامل المنزلي	MQvHbO3	310	500	1Gn4rZoM3tZ5EY945-RC-EKOM1mcKkRcs
68dd4aaad7c301f2058f3fca	لعبة الارنب الشقي	QrFB1fq	205	350	1OCGBaBFoAVOtj_OqHn0x0ejIC0pKTuJI
